No.,Time,Source,Destination,Protocol,Length,Info,Destination port,Identification,IP Flags,IP Header checksum,TCP Flags,TCP Checksum,Value
100,6.139108127,172.217.6.196,192.168.188.128,TLSv1.2,602,Application Data,33046,0x4965 (18789),0x00,0xbe80,0x018,0xb8c5,0
101,6.141137988,172.217.6.196,192.168.188.128,TLSv1.2,1484,Application Data,33046,0x4966 (18790),0x00,0xbb0d,0x018,0x786a,0
102,6.141227807,192.168.188.128,172.217.6.196,TCP,54,33046  >  443 [ACK] Seq=950 Ack=4686 Win=42900 Len=0,443,0xef8c (61324),0x02,0x1a7d,0x010,0xcc3f,0
103,6.198389663,172.217.6.196,192.168.188.128,TLSv1.2,1484,Application Data,33046,0x4967 (18791),0x00,0xbb0c,0x018,0x715d,0
104,6.204103183,172.217.6.196,192.168.188.128,TLSv1.2,1484,Application Data,33046,0x4968 (18792),0x00,0xbb0b,0x018,0x84ae,0
105,6.204176404,192.168.188.128,172.217.6.196,TCP,54,33046  >  443 [ACK] Seq=950 Ack=7546 Win=48620 Len=0,443,0xef8d (61325),0x02,0x1a7c,0x010,0xaabb,0
106,6.224129051,172.217.6.196,192.168.188.128,TLSv1.2,1484,Application Data,33046,0x4969 (18793),0x00,0xbb0a,0x018,0x9f75,0
107,6.228540791,172.217.6.196,192.168.188.128,TLSv1.2,971,"Application Data, Application Data",33046,0x496a (18794),0x00,0xbd0a,0x018,0x5e85,0
108,6.228578624,192.168.188.128,172.217.6.196,TCP,54,33046  >  443 [ACK] Seq=950 Ack=9893 Win=54340 Len=0,443,0xef8e (61326),0x02,0x1a7b,0x010,0x8b38,0
109,6.237201615,172.217.6.196,192.168.188.128,TLSv1.2,1484,Application Data,33046,0x496b (18795),0x00,0xbb08,0x018,0x530b,0
110,6.25108128,172.217.6.196,192.168.188.128,TLSv1.2,1484,Application Data,33046,0x496c (18796),0x00,0xbb07,0x018,0x75bf,0
111,6.251161761,192.168.188.128,172.217.6.196,TCP,54,33046  >  443 [ACK] Seq=950 Ack=12753 Win=60060 Len=0,443,0xef8f (61327),0x02,0x1a7a,0x010,0x69b4,0
112,6.257777703,172.217.6.196,192.168.188.128,TLSv1.2,1484,Application Data,33046,0x496d (18797),0x00,0xbb06,0x018,0x9fc5,0
113,6.26422047,172.217.6.196,192.168.188.128,TLSv1.2,1484,Application Data,33046,0x496e (18798),0x00,0xbb05,0x018,0x85f3,0
114,6.264261777,192.168.188.128,172.217.6.196,TCP,54,33046  >  443 [ACK] Seq=950 Ack=15613 Win=64350 Len=0,443,0xef90 (61328),0x02,0x1a79,0x010,0x4dc6,0
115,6.306119631,172.217.6.196,192.168.188.128,TLSv1.2,1484,Application Data,33046,0x496f (18799),0x00,0xbb04,0x018,0x544d,0
116,6.327676117,172.217.6.196,192.168.188.128,TLSv1.2,1484,Application Data,33046,0x4970 (18800),0x00,0xbb03,0x018,0x2fec,0
117,6.327716562,192.168.188.128,172.217.6.196,TCP,54,33046  >  443 [ACK] Seq=950 Ack=18473 Win=64350 Len=0,443,0xef91 (61329),0x02,0x1a78,0x010,0x429a,0
118,6.35030077,172.217.6.196,192.168.188.128,TCP,1185,"443  >  33046 [PSH, ACK] Seq=18473 Ack=950 Win=64240 Len=1131 [TCP segment of a reassembled PDU]",33046,0x4971 (18801),0x00,0xbc2d,0x018,0x8a02,0
119,6.361998933,172.217.6.196,192.168.188.128,TLSv1.2,1484,Application Data [TCP segment of a reassembled PDU],33046,0x4972 (18802),0x00,0xbb01,0x018,0x2230,0
120,6.362042816,192.168.188.128,172.217.6.196,TCP,54,33046  >  443 [ACK] Seq=950 Ack=21034 Win=64350 Len=0,443,0xef92 (61330),0x02,0x1a77,0x010,0x3899,0
121,6.374544023,172.217.6.196,192.168.188.128,TLSv1.2,1114,Application Data [TCP segment of a reassembled PDU],33046,0x4973 (18803),0x00,0xbc72,0x018,0xaa1d,0
122,6.397218984,172.217.6.196,192.168.188.128,TLSv1.2,1484,Application Data [TCP segment of a reassembled PDU],33046,0x4974 (18804),0x00,0xbaff,0x018,0x2fb8,0
123,6.397515934,192.168.188.128,172.217.6.196,TCP,54,33046  >  443 [ACK] Seq=950 Ack=23524 Win=64350 Len=0,443,0xef93 (61331),0x02,0x1a76,0x010,0x2edf,0
124,6.402294135,172.217.6.196,192.168.188.128,TLSv1.2,1484,Application Data [TCP segment of a reassembled PDU],33046,0x4975 (18805),0x00,0xbafe,0x018,0x2279,0
125,6.415872179,172.217.6.196,192.168.188.128,TLSv1.2,1484,Application Data [TCP segment of a reassembled PDU],33046,0x4976 (18806),0x00,0xbafd,0x018,0xe299,0
126,6.415917004,192.168.188.128,172.217.6.196,TCP,54,33046  >  443 [ACK] Seq=950 Ack=26384 Win=64350 Len=0,443,0xef94 (61332),0x02,0x1a75,0x010,0x23b3,0
127,6.419275823,172.217.6.196,192.168.188.128,TLSv1.2,1484,Application Data [TCP segment of a reassembled PDU],33046,0x4977 (18807),0x00,0xbafc,0x018,0x8717,0
128,6.428155973,172.217.6.196,192.168.188.128,TLSv1.2,424,Application Data [TCP segment of a reassembled PDU],33046,0x4978 (18808),0x00,0xbf1f,0x018,0x724e,0
129,6.42819593,192.168.188.128,172.217.6.196,TCP,54,33046  >  443 [ACK] Seq=950 Ack=28184 Win=64350 Len=0,443,0xef95 (61333),0x02,0x1a74,0x010,0x1cab,0
130,6.440505495,172.217.6.196,192.168.188.128,TLSv1.2,1484,Application Data [TCP segment of a reassembled PDU],33046,0x4979 (18809),0x00,0xbafa,0x018,0x2b2c,0
131,6.453656281,172.217.6.196,192.168.188.128,TLSv1.2,1484,Application Data [TCP segment of a reassembled PDU],33046,0x497a (18810),0x00,0xbaf9,0x018,0x29b8,0
132,6.453702073,192.168.188.128,172.217.6.196,TCP,54,33046  >  443 [ACK] Seq=950 Ack=31044 Win=64350 Len=0,443,0xef96 (61334),0x02,0x1a73,0x010,0x117f,0
133,6.470612773,172.217.6.196,192.168.188.128,TLSv1.2,1484,Application Data [TCP segment of a reassembled PDU],33046,0x497b (18811),0x00,0xbaf8,0x018,0x90e2,0
134,6.496551952,172.217.6.196,192.168.188.128,TLSv1.2,1484,Application Data [TCP segment of a reassembled PDU],33046,0x497c (18812),0x00,0xbaf7,0x018,0x8a98,0
135,6.496892839,192.168.188.128,172.217.6.196,TCP,54,33046  >  443 [ACK] Seq=950 Ack=33904 Win=64350 Len=0,443,0xef97 (61335),0x02,0x1a72,0x010,0x0653,0
136,6.516648983,172.217.6.196,192.168.188.128,TLSv1.2,1484,Application Data [TCP segment of a reassembled PDU],33046,0x497d (18813),0x00,0xbaf6,0x018,0xe404,0
137,6.539138423,172.217.6.196,192.168.188.128,TLSv1.2,1484,Application Data [TCP segment of a reassembled PDU],33046,0x497e (18814),0x00,0xbaf5,0x018,0x1b33,0
138,6.539160331,192.168.188.128,172.217.6.196,TCP,54,33046  >  443 [ACK] Seq=950 Ack=36764 Win=64350 Len=0,443,0xef98 (61336),0x02,0x1a71,0x010,0xfb26,0
139,6.539694358,192.168.188.128,192.168.188.2,DNS,75,Standard query 0xbf59 A ssl.gstatic.com,53,0x4450 (17488),0x02,0xfc8b,0,0,0
140,6.539745447,192.168.188.128,192.168.188.2,DNS,75,Standard query 0x95db AAAA ssl.gstatic.com,53,0x4451 (17489),0x02,0xfc8a,0,0,0
141,6.543947868,172.217.6.196,192.168.188.128,TLSv1.2,1484,Application Data [TCP segment of a reassembled PDU],33046,0x497f (18815),0x00,0xbaf4,0x018,0xbb26,0
142,6.580921707,172.217.6.196,192.168.188.128,TLSv1.2,1484,Application Data [TCP segment of a reassembled PDU],33046,0x4980 (18816),0x00,0xbaf3,0x018,0xa16a,0
143,6.580947336,192.168.188.128,172.217.6.196,TCP,54,33046  >  443 [ACK] Seq=950 Ack=39624 Win=64350 Len=0,443,0xef99 (61337),0x02,0x1a70,0x010,0xeffa,0
144,6.601427186,192.168.188.128,192.168.188.2,DNS,83,Standard query 0xf0b0 A self-repair.mozilla.org,53,0x445b (17499),0x02,0xfc78,0,0,0
145,6.601441585,192.168.188.128,192.168.188.2,DNS,83,Standard query 0x37a3 AAAA self-repair.mozilla.org,53,0x445c (17500),0x02,0xfc77,0,0,0
146,6.651976544,172.217.6.196,192.168.188.128,TLSv1.2,1484,Application Data [TCP segment of a reassembled PDU],33046,0x4981 (18817),0x00,0xbaf2,0x018,0x11f6,0
147,6.660230274,172.217.6.196,192.168.188.128,TLSv1.2,1484,Application Data [TCP segment of a reassembled PDU],33046,0x4982 (18818),0x00,0xbaf1,0x018,0x659c,0
148,6.660253509,192.168.188.128,172.217.6.196,TCP,54,33046  >  443 [ACK] Seq=950 Ack=42484 Win=64350 Len=0,443,0xef9a (61338),0x02,0x1a6f,0x010,0xe4ce,0
149,6.715348146,172.217.6.196,192.168.188.128,TLSv1.2,1484,"Application Data, Application Data",33046,0x4983 (18819),0x00,0xbaf0,0x018,0xedff,0
